Rower_1,Rower_2,Rower_3,Rower_4,Rower_5,Rower_6,Rower_7,Rower_8
258.2403181913386,281.62291602576164,309.4942654299901,284.1757952471437,236.20000783852643,284.51171651698337,285.7506740748377,277.9135491623666
274.7069977860172,275.82487521178706,315.6387115165947,288.8546000441896,242.57971798008893,266.9344814715289,294.4994579340558,283.38159042765886
278.84965414869026,281.058622693229,306.1473327878866,287.76914570927596,239.87181826439138,275.6671751458864,296.37766591578816,284.9651961335596
275.4131035903203,283.3570091681807,314.0634933269614,281.918467184151,245.20816475172214,281.43566063240803,290.5027898608472,285.3117484517844
270.3196489496515,275.07317018715696,308.59437383320494,262.60697103016315,246.01668517884784,278.55153220890014,292.2719476528602,285.2310261416806
279.825891217973,276.5034538389099,304.7211895053508,299.6763153761149,248.68111538798186,279.3175490043963,287.3343253875963,292.12572123836753
283.78503527540636,280.3570986281219,314.7812895130499,294.2579717631891,240.15548437232846,287.16134718494214,276.9550466685561,288.29029153890343
266.6738712695503,284.7265839104827,310.4093310648812,281.32315268364397,236.36377178896282,293.99149091330435,292.05585630511024,284.507223300607
262.7119294058473,278.0588468619184,306.4010450687042,295.0948428756406,237.64246056047463,281.3690851780004,282.2587897987106,285.3578487157635
273.24415224173003,278.1635218268481,313.2849639967401,276.6855554805088,246.47657302829833,287.8144103020711,280.70187870821314,278.7834858247467
264.60443656100944,271.872330301183,310.47365356074704,284.53929406773034,236.69469897683638,286.3250500921533,285.8777207702363,286.8284721321551
277.4459951302041,279.11629382000285,309.3804177167972,283.0649345460447,258.00548138698923,283.73994619033107,278.6461265643683,278.28974380334864
268.00812360181624,269.21284494712665,306.80523916023054,284.80456853062117,245.80378160010935,301.47895047171625,283.6018159474256,282.3094941487585
276.78252240347973,275.39813519486034,303.7814247690875,288.31852522691867,241.4797364146547,298.0260506481588,285.342797868443,288.36734415676017
258.064005269061,274.7257174441304,316.59793335327646,275.89676110176975,256.15848122528536,291.86080979426123,290.775939641587,287.19585506587185
255.20516209149113,278.83462979614166,311.65504918524624,286.93607090078325,244.4323201344449,291.19827030399165,287.5815189933721,285.3683924655332
259.89098199685753,281.36529239408674,307.9612447283397,288.60791577014186,243.93671900820829,294.6864242580541,278.78222245110214,281.2903932629794
269.3772827588528,282.2259874136257,318.6827331887352,279.0660222617019,251.08411946440225,292.6917880683825,290.34886834659545,277.09462518197034
264.4101159776709,277.0865176104464,319.4510072178006,272.40677686084405,257.9925868739429,294.2735169693433,285.87962511373627,277.1408815541503
276.707062143802,269.94360964325324,306.63806825880545,277.8610608762599,258.05409304923364,292.7198176382607,285.258212496754,272.2358439031388
277.98080197861196,277.6409263207916,293.8556989168168,286.34797450840034,248.41452228160145,297.6303766531847,282.3094908165674,281.5542265771325
262.68909686376094,261.56110397794373,298.98678151161886,265.1610759100785,245.26200610090316,290.4144530209952,276.42082442717214,282.2546819003769
284.5016929445838,276.98954934820074,306.2797811128934,272.4824575926227,241.87518195306114,294.2960041297187,280.7345519846386,283.22617607166666
265.3648922159288,273.318861337821,279.37878458949655,270.03863073900976,246.47265250682196,307.1386273665929,279.7013552105908,288.4891890803568
269.65221611310125,283.49292369369545,311.021417358947,265.23020014042896,248.40897271578442,297.7127570056241,280.82485630435224,285.47783788955206
260.71590592657464,275.490416194501,311.24750965466666,271.9198647669689,236.68292909543257,305.18812163897127,278.3709080119943,276.5450181734561
238.379404350179,275.66053202985387,300.13069109923947,251.30033244190705,244.10156598126628,288.31195959739654,285.1913325303876,276.7115966348877
281.1516280660252,276.1636275801923,311.08532249049114,254.37360307490968,240.4655717469661,293.15650420375437,287.5204316849283,287.0912080288305
269.1297286166604,278.79536994867817,308.91944003737683,272.64000400065595,234.2453668355605,297.4068942940459,285.8663552991251,290.13541015483
253.4449859688515,279.1365782648065,305.83235743828095,264.7912747966816,241.50596840681428,293.8273670157169,284.53286056274254,290.26884326624116
278.79780147041265,277.5125367129763,307.09968210314247,283.6140005129023,237.99634446716243,289.39420448065346,290.29594545109086,280.5789145039225
273.29026039896917,275.359062665005,303.1395205202185,272.585266401006,242.0676884938174,275.5238820483338,287.2316008806342,274.0468036601744
259.3177584324546,288.1325644943244,305.76845664270667,259.84506155376084,232.18279723877876,294.37482592664315,259.8376651552927,278.0088294698462
276.57172818445775,277.1270417540513,309.3594278351178,292.68247181435805,242.9065518676956,294.0261700520804,275.6314269065856,273.38854714944466
274.65547933127425,271.35569337981866,309.32877357190574,265.5648056437636,237.11380263168834,287.40172117903455,279.11461848746734,281.77916905249384
272.19403217007937,275.6492859348126,298.9326979749294,267.9326271440945,231.29893666646493,279.1134094725258,279.9329544499582,280.1641033563213
268.6899561120696,285.6715034089134,303.49847848856103,267.8160155095208,238.33944651243502,290.7954760262841,263.9105344954745,277.30677606471977
277.37314263665564,287.3954618646497,321.00439142797705,286.9681358791807,238.63799599450047,284.67106821630614,281.81307531949494,293.77393461149893
285.773599932738,291.9463609271116,322.43989541743474,300.41695227677104,251.00102536481546,296.97918657870355,283.64623210095897,288.31307983775974
281.3563138831433,289.7481994174776,325.83589333714633,309.22517710187583,243.00614567183047,306.70545575456316,289.8706610574824,294.463049401097
288.3003158791443,282.2494915020076,331.25001153248974,294.8900772937347,255.06978839418244,291.9224843281678,286.33065954981026,290.75716378593125
284.3095760225839,286.85812021496605,313.5063587353135,281.9743504929989,240.57601903079862,289.97198827951934,283.0300310408569,300.2949869909671
287.7386813885389,269.5528478328441,323.00687145668564,277.38379700699187,245.54189334115028,296.94697783615,285.691234972615,290.4653375816625
276.43115064529945,284.70696516859465,318.0420400480224,285.4717258978065,237.43213869268976,286.2255221339538,281.2796850735823,301.57479379906783
292.36901939912394,284.7508518047778,312.8400222129674,272.5938893076206,234.5346130719378,293.63494968245055,278.78196636004026,303.2471449667419
278.1494548736723,284.62755427210965,306.8402739184856,268.0317371413465,246.13305998007246,280.114889281504,280.7382718812626,306.0426872826677
269.9824935808184,289.61851656168614,315.1106485454088,279.31780525554313,234.4384963879542,279.7593512273882,285.7101475171968,315.3894587058437
278.92615791995127,275.1420011696145,313.5568385873633,268.49457651302515,231.50347148027132,273.37666028847076,275.17234873476883,301.09605215071434
282.11482015917636,276.56377701948196,323.3739977011341,281.11882129899357,236.0903957246862,272.7641406420211,289.9496137952523,304.28124267733
288.712126185727,286.00857204271966,311.0526888732137,278.5932612692211,234.33029513866623,278.22002474107046,286.1299873223259,305.38692138763344
285.04986687181827,279.09448673566675,312.0516710099011,296.48498620533553,243.97415316309844,295.7020139359284,294.6485858121637,299.71817019671664
285.822639190087,281.5220230727975,317.1928147316371,307.9236574426321,245.190206262516,287.31124301008185,286.93654546659127,300.66213122343254
280.47057472983147,288.00317278706007,320.7056687132335,271.6115467381168,237.02761309810356,289.49997834636775,289.0414262028186,300.1846854021158
276.15730018183984,272.352934795138,329.6866699426518,287.9081243312971,241.44727459367996,283.05542362542275,294.1422067580424,300.71070376989144
266.7494463711568,271.4592692649678,325.7666803444312,281.4286423800034,226.19155146008717,277.4034353867644,285.306272248979,289.3496630013031
293.90022925698804,287.4881789082419,319.0067277288267,266.31111361876185,229.3986213424466,283.25519511545644,287.847746466602,298.3196513402002
275.48563396531864,279.2008660224372,322.3293391133524,278.7206349649549,251.17539506660265,289.87276688948793,288.68508133198026,302.5245985499806
281.4717326535879,269.2943664871979,319.5202318879992,267.9363329956135,267.28776818293693,285.80289988119057,288.70977279504723,290.5388623425782
270.1778723288241,282.92850568743967,320.9597087906286,280.2829535413329,243.25318421838355,289.75132930037887,291.37827402621326,295.3588623010385
254.77408233959565,274.90155568160804,322.6066592091741,269.84997488957015,241.54664743726406,275.2849990842062,288.4347752873211,299.1041260277501
253.27511808827066,282.9834983823093,327.68786993708295,280.8547312903632,234.0481384936669,303.19516082049387,285.9748955210297,302.26994667805417
263.2774032540372,279.35153220299003,333.04871053985454,276.59356683915325,234.73589590372842,289.3165576086266,287.50130392866015,298.5456816348099
283.00670895102024,287.8998932361823,322.7003820521931,271.3066709306032,240.35110704980153,282.424013886713,272.989259406676,292.31064968377774
259.35998228978684,290.32026516176086,319.3583732724658,281.1538387525233,246.74305160472863,297.37597085970003,287.70476397556587,292.7387053156992
267.7624501166949,271.7798406264327,331.29041971163565,253.8448065881144,243.99716270093603,293.53192382703986,290.80435399919276,310.1401651107986
264.10537934807076,288.8290484926189,316.9005293076868,269.4434948714643,227.77748326986475,300.06984404543687,293.1946223987807,294.80984959230665
265.66287182710727,275.7152912176782,319.3680299270851,265.95834987662784,249.4545640844585,291.9945239578743,287.6819061503993,291.1287593016893
274.0992363405106,284.20041769941406,331.81694267972864,285.99193790143374,228.7739643839296,294.62388821381785,290.2108500889755,296.4526681995667
284.38481781647897,289.60323050839094,326.32757636092526,299.69222215973747,229.82312650435284,282.92672564261295,288.8607010899136,302.35374134937007
251.89768338180951,288.6105859201002,320.99099640438624,287.380185761421,226.15888813270868,289.1498046723122,284.32529555002293,298.5235695438122
271.2692573585132,291.2480523985416,314.74692181569634,267.2459280850476,239.76875307954003,286.4529638513802,287.8263653637546,305.6018817943051
259.31355093453215,290.1188783974576,320.43495111281635,282.7954585659803,235.77095625685433,295.6679748488666,290.63916139506324,309.941646583033
263.1608422919418,273.8390068788852,337.88933139518036,268.43738939591435,233.63176694694715,284.935263101329,291.93353123294304,303.54356200883285
245.475447099611,291.69286421650804,338.30103787608914,290.0238168701288,234.9125992166276,298.4848904766683,287.9622780824423,297.60808609255844
279.00654029462953,285.95766591205563,333.6173957558343,262.7986456812416,238.83425181017486,283.69831942803245,287.749793388454,300.3975171050428
463.97688851499186,499.65017005641835,577.1974656432112,476.45797958405024,414.3738387058517,490.48381657244164,507.49854133189154,527.1526626202627
